cookie,php,reactphp,werkzeug
&A =foo,"{""&A_"": ""foo""}","{""&A "": ""foo""}","{""&A"": ""foo""}"
&B+=foo,"{""&B+"": ""foo""}","{""&B "": ""foo""}","{""&B+"": ""foo""}"
&B.=foo,"{""&B_"": ""foo""}","{""&B."": ""foo""}","{""&B."": ""foo""}"
&B;=foo,"{""&B"": """"}","{"""": ""foo""}","{""&B"": """", ""foo"": """"}"
&B[=foo,"{""&B_"": ""foo""}","{""&B["": ""foo""}","{""&B["": ""foo""}"
&B =foo,"{""&B_"": ""foo""}","{""&B "": ""foo""}","{""&B"": ""foo""}"
&!+=foo,"{""&!+"": ""foo""}","{""&! "": ""foo""}","{""&!+"": ""foo""}"
&!.=foo,"{""&!_"": ""foo""}","{""&!."": ""foo""}","{""&!."": ""foo""}"
&!;=foo,"{""&!"": """"}","{"""": ""foo""}","{""&!"": """", ""foo"": """"}"
&![=foo,"{""&!_"": ""foo""}","{""&!["": ""foo""}","{""&!["": ""foo""}"
&! =foo,"{""&!_"": ""foo""}","{""&! "": ""foo""}","{""&!"": ""foo""}"
"&""+=foo","{""&\""+"": ""foo""}","{""&\"" "": ""foo""}","{""&\""+"": ""foo""}"
"&"".=foo","{""&\""_"": ""foo""}","{""&\""."": ""foo""}","{""&\""."": ""foo""}"
"&"";=foo","{""&\"""": """"}","{"""": ""foo""}","{""&\"""": """", ""foo"": """"}"
"&""[=foo","{""&\""_"": ""foo""}","{""&\""["": ""foo""}","{""&\""["": ""foo""}"
"&"" =foo","{""&\""_"": ""foo""}","{""&\"" "": ""foo""}","{""&\"""": ""foo""}"
&#+=foo,"{""&#+"": ""foo""}","{""&# "": ""foo""}","{""&#+"": ""foo""}"
&#.=foo,"{""&#_"": ""foo""}","{""&#."": ""foo""}","{""&#."": ""foo""}"
&#;=foo,"{""&#"": """"}","{"""": ""foo""}","{""&#"": """", ""foo"": """"}"
&#[=foo,"{""&#_"": ""foo""}","{""&#["": ""foo""}","{""&#["": ""foo""}"
&# =foo,"{""&#_"": ""foo""}","{""&# "": ""foo""}","{""&#"": ""foo""}"
&$+=foo,"{""&$+"": ""foo""}","{""&$ "": ""foo""}","{""&$+"": ""foo""}"
&$.=foo,"{""&$_"": ""foo""}","{""&$."": ""foo""}","{""&$."": ""foo""}"
&$;=foo,"{""&$"": """"}","{"""": ""foo""}","{""&$"": """", ""foo"": """"}"
&$[=foo,"{""&$_"": ""foo""}","{""&$["": ""foo""}","{""&$["": ""foo""}"
&$ =foo,"{""&$_"": ""foo""}","{""&$ "": ""foo""}","{""&$"": ""foo""}"
&%+=foo,"{""&%+"": ""foo""}","{""&% "": ""foo""}","{""&%+"": ""foo""}"
&%.=foo,"{""&%_"": ""foo""}","{""&%."": ""foo""}","{""&%."": ""foo""}"
&%;=foo,"{""&%"": """"}","{"""": ""foo""}","{""&%"": """", ""foo"": """"}"
&%[=foo,"{""&%_"": ""foo""}","{""&%["": ""foo""}","{""&%["": ""foo""}"
&% =foo,"{""&%_"": ""foo""}","{""&% "": ""foo""}","{""&%"": ""foo""}"
&&+=foo,"{""&&+"": ""foo""}","{""&& "": ""foo""}","{""&&+"": ""foo""}"
&&.=foo,"{""&&_"": ""foo""}","{""&&."": ""foo""}","{""&&."": ""foo""}"
&&;=foo,"{""&&"": """"}","{"""": ""foo""}","{""&&"": """", ""foo"": """"}"
&&[=foo,"{""&&_"": ""foo""}","{""&&["": ""foo""}","{""&&["": ""foo""}"
&& =foo,"{""&&_"": ""foo""}","{""&& "": ""foo""}","{""&&"": ""foo""}"
&\+=foo,"{""&\\+"": ""foo""}","{""&\\ "": ""foo""}","{""&\\+"": ""foo""}"
&\.=foo,"{""&\\_"": ""foo""}","{""&\\."": ""foo""}","{""&\\."": ""foo""}"
&\;=foo,"{""&\\"": """"}","{"""": ""foo""}","{""&\\"": """", ""foo"": """"}"
&\[=foo,"{""&\\_"": ""foo""}","{""&\\["": ""foo""}","{""&\\["": ""foo""}"
&\ =foo,"{""&\\_"": ""foo""}","{""&\\ "": ""foo""}","{""&\\"": ""foo""}"
&(+=foo,"{""&(+"": ""foo""}","{""&( "": ""foo""}","{""&(+"": ""foo""}"
&(.=foo,"{""&(_"": ""foo""}","{""&(."": ""foo""}","{""&(."": ""foo""}"
&(;=foo,"{""&("": """"}","{"""": ""foo""}","{""&("": """", ""foo"": """"}"
&([=foo,"{""&(_"": ""foo""}","{""&(["": ""foo""}","{""&(["": ""foo""}"
&( =foo,"{""&(_"": ""foo""}","{""&( "": ""foo""}","{""&("": ""foo""}"
&)+=foo,"{""&)+"": ""foo""}","{""&) "": ""foo""}","{""&)+"": ""foo""}"
&).=foo,"{""&)_"": ""foo""}","{""&)."": ""foo""}","{""&)."": ""foo""}"
&);=foo,"{""&)"": """"}","{"""": ""foo""}","{""&)"": """", ""foo"": """"}"
&)[=foo,"{""&)_"": ""foo""}","{""&)["": ""foo""}","{""&)["": ""foo""}"
&) =foo,"{""&)_"": ""foo""}","{""&) "": ""foo""}","{""&)"": ""foo""}"
&*+=foo,"{""&*+"": ""foo""}","{""&* "": ""foo""}","{""&*+"": ""foo""}"
&*.=foo,"{""&*_"": ""foo""}","{""&*."": ""foo""}","{""&*."": ""foo""}"
&*;=foo,"{""&*"": """"}","{"""": ""foo""}","{""&*"": """", ""foo"": """"}"
&*[=foo,"{""&*_"": ""foo""}","{""&*["": ""foo""}","{""&*["": ""foo""}"
&* =foo,"{""&*_"": ""foo""}","{""&* "": ""foo""}","{""&*"": ""foo""}"
&+'=foo,"{""&+'"": ""foo""}","{""& '"": ""foo""}","{""&+'"": ""foo""}"
&+0=foo,"{""&+0"": ""foo""}","{""& 0"": ""foo""}","{""&+0"": ""foo""}"
&+1=foo,"{""&+1"": ""foo""}","{""& 1"": ""foo""}","{""&+1"": ""foo""}"
&+a=foo,"{""&+a"": ""foo""}","{""& a"": ""foo""}","{""&+a"": ""foo""}"
&+b=foo,"{""&+b"": ""foo""}","{""& b"": ""foo""}","{""&+b"": ""foo""}"
&+A=foo,"{""&+A"": ""foo""}","{""& A"": ""foo""}","{""&+A"": ""foo""}"
&+B=foo,"{""&+B"": ""foo""}","{""& B"": ""foo""}","{""&+B"": ""foo""}"
&+!=foo,"{""&+!"": ""foo""}","{""& !"": ""foo""}","{""&+!"": ""foo""}"
"&+""=foo","{""&+\"""": ""foo""}","{""& \"""": ""foo""}","{""&+\"""": ""foo""}"
&+#=foo,"{""&+#"": ""foo""}","{""& #"": ""foo""}","{""&+#"": ""foo""}"
&+$=foo,"{""&+$"": ""foo""}","{""& $"": ""foo""}","{""&+$"": ""foo""}"
&+%=foo,"{""&+%"": ""foo""}","{""& %"": ""foo""}","{""&+%"": ""foo""}"
&+&=foo,"{""&+&"": ""foo""}","{""& &"": ""foo""}","{""&+&"": ""foo""}"
&+\=foo,"{""&+\\"": ""foo""}","{""& \\"": ""foo""}","{""&+\\"": ""foo""}"
&+(=foo,"{""&+("": ""foo""}","{""& ("": ""foo""}","{""&+("": ""foo""}"
&+)=foo,"{""&+)"": ""foo""}","{""& )"": ""foo""}","{""&+)"": ""foo""}"
&+*=foo,"{""&+*"": ""foo""}","{""& *"": ""foo""}","{""&+*"": ""foo""}"
&++=foo,"{""&++"": ""foo""}","{""&  "": ""foo""}","{""&++"": ""foo""}"
"&+,=foo","{""&+,"": ""foo""}","{""& ,"": ""foo""}","{""&+,"": ""foo""}"
&+-=foo,"{""&+-"": ""foo""}","{""& -"": ""foo""}","{""&+-"": ""foo""}"
&+.=foo,"{""&+_"": ""foo""}","{""& ."": ""foo""}","{""&+."": ""foo""}"
&+/=foo,"{""&+/"": ""foo""}","{""& /"": ""foo""}","{""&+/"": ""foo""}"
&+:=foo,"{""&+:"": ""foo""}","{""& :"": ""foo""}","{""&+:"": ""foo""}"
&+;=foo,"{""&+"": """"}","{"""": ""foo""}","{""&+"": """", ""foo"": """"}"
&+<=foo,"{""&+<"": ""foo""}","{""& <"": ""foo""}","{""&+<"": ""foo""}"
&+==foo,"{""&+"": ""=foo""}","{""& "": ""=foo""}","{""&+"": ""=foo""}"
&+>=foo,"{""&+>"": ""foo""}","{""& >"": ""foo""}","{""&+>"": ""foo""}"
&+?=foo,"{""&+?"": ""foo""}","{""& ?"": ""foo""}","{""&+?"": ""foo""}"
&+@=foo,"{""&+@"": ""foo""}","{""& @"": ""foo""}","{""&+@"": ""foo""}"
&+[=foo,"{""&+_"": ""foo""}","{""& ["": ""foo""}","{""&+["": ""foo""}"
&+]=foo,"{""&+]"": ""foo""}","{""& ]"": ""foo""}","{""&+]"": ""foo""}"
&+^=foo,"{""&+^"": ""foo""}","{""& ^"": ""foo""}","{""&+^"": ""foo""}"
&+_=foo,"{""&+_"": ""foo""}","{""& _"": ""foo""}","{""&+_"": ""foo""}"
&+`=foo,"{""&+`"": ""foo""}","{""& `"": ""foo""}","{""&+`"": ""foo""}"
&+{=foo,"{""&+{"": ""foo""}","{""& {"": ""foo""}","{""&+{"": ""foo""}"
&+|=foo,"{""&+|"": ""foo""}","{""& |"": ""foo""}","{""&+|"": ""foo""}"
&+}=foo,"{""&+}"": ""foo""}","{""& }"": ""foo""}","{""&+}"": ""foo""}"
&+~=foo,"{""&+~"": ""foo""}","{""& ~"": ""foo""}","{""&+~"": ""foo""}"
&+ =foo,"{""&+_"": ""foo""}","{""&  "": ""foo""}","{""&+"": ""foo""}"
"&,+=foo","{""&,+"": ""foo""}","{""&, "": ""foo""}","{""&,+"": ""foo""}"
"&,.=foo","{""&,_"": ""foo""}","{""&,."": ""foo""}","{""&,."": ""foo""}"
"&,;=foo","{""&,"": """"}","{"""": ""foo""}","{""&,"": """", ""foo"": """"}"
"&,[=foo","{""&,_"": ""foo""}","{""&,["": ""foo""}","{""&,["": ""foo""}"
"&, =foo","{""&,_"": ""foo""}","{""&, "": ""foo""}","{""&,"": ""foo""}"
&-+=foo,"{""&-+"": ""foo""}","{""&- "": ""foo""}","{""&-+"": ""foo""}"
&-.=foo,"{""&-_"": ""foo""}","{""&-."": ""foo""}","{""&-."": ""foo""}"
&-;=foo,"{""&-"": """"}","{"""": ""foo""}","{""&-"": """", ""foo"": """"}"
&-[=foo,"{""&-_"": ""foo""}","{""&-["": ""foo""}","{""&-["": ""foo""}"
&- =foo,"{""&-_"": ""foo""}","{""&- "": ""foo""}","{""&-"": ""foo""}"
&.'=foo,"{""&_'"": ""foo""}","{""&.'"": ""foo""}","{""&.'"": ""foo""}"
&.0=foo,"{""&_0"": ""foo""}","{""&.0"": ""foo""}","{""&.0"": ""foo""}"
&.1=foo,"{""&_1"": ""foo""}","{""&.1"": ""foo""}","{""&.1"": ""foo""}"
&.a=foo,"{""&_a"": ""foo""}","{""&.a"": ""foo""}","{""&.a"": ""foo""}"
&.b=foo,"{""&_b"": ""foo""}","{""&.b"": ""foo""}","{""&.b"": ""foo""}"
&.A=foo,"{""&_A"": ""foo""}","{""&.A"": ""foo""}","{""&.A"": ""foo""}"
&.B=foo,"{""&_B"": ""foo""}","{""&.B"": ""foo""}","{""&.B"": ""foo""}"
&.!=foo,"{""&_!"": ""foo""}","{""&.!"": ""foo""}","{""&.!"": ""foo""}"
"&.""=foo","{""&_\"""": ""foo""}","{""&.\"""": ""foo""}","{""&.\"""": ""foo""}"
&.#=foo,"{""&_#"": ""foo""}","{""&.#"": ""foo""}","{""&.#"": ""foo""}"
&.$=foo,"{""&_$"": ""foo""}","{""&.$"": ""foo""}","{""&.$"": ""foo""}"
&.%=foo,"{""&_%"": ""foo""}","{""&.%"": ""foo""}","{""&.%"": ""foo""}"
&.&=foo,"{""&_&"": ""foo""}","{""&.&"": ""foo""}","{""&.&"": ""foo""}"
&.\=foo,"{""&_\\"": ""foo""}","{""&.\\"": ""foo""}","{""&.\\"": ""foo""}"
&.(=foo,"{""&_("": ""foo""}","{""&.("": ""foo""}","{""&.("": ""foo""}"
&.)=foo,"{""&_)"": ""foo""}","{""&.)"": ""foo""}","{""&.)"": ""foo""}"
&.*=foo,"{""&_*"": ""foo""}","{""&.*"": ""foo""}","{""&.*"": ""foo""}"
&.+=foo,"{""&_+"": ""foo""}","{""&. "": ""foo""}","{""&.+"": ""foo""}"
"&.,=foo","{""&_,"": ""foo""}","{""&.,"": ""foo""}","{""&.,"": ""foo""}"
&.-=foo,"{""&_-"": ""foo""}","{""&.-"": ""foo""}","{""&.-"": ""foo""}"
&..=foo,"{""&__"": ""foo""}","{""&.."": ""foo""}","{""&.."": ""foo""}"
&./=foo,"{""&_/"": ""foo""}","{""&./"": ""foo""}","{""&./"": ""foo""}"
&.:=foo,"{""&_:"": ""foo""}","{""&.:"": ""foo""}","{""&.:"": ""foo""}"
&.;=foo,"{""&_"": """"}","{"""": ""foo""}","{""&."": """", ""foo"": """"}"
&.<=foo,"{""&_<"": ""foo""}","{""&.<"": ""foo""}","{""&.<"": ""foo""}"
&.==foo,"{""&_"": ""=foo""}","{""&."": ""=foo""}","{""&."": ""=foo""}"
&.>=foo,"{""&_>"": ""foo""}","{""&.>"": ""foo""}","{""&.>"": ""foo""}"
&.?=foo,"{""&_?"": ""foo""}","{""&.?"": ""foo""}","{""&.?"": ""foo""}"
&.@=foo,"{""&_@"": ""foo""}","{""&.@"": ""foo""}","{""&.@"": ""foo""}"
&.[=foo,"{""&__"": ""foo""}","{""&.["": ""foo""}","{""&.["": ""foo""}"
&.]=foo,"{""&_]"": ""foo""}","{""&.]"": ""foo""}","{""&.]"": ""foo""}"
&.^=foo,"{""&_^"": ""foo""}","{""&.^"": ""foo""}","{""&.^"": ""foo""}"
&._=foo,"{""&__"": ""foo""}","{""&._"": ""foo""}","{""&._"": ""foo""}"
&.`=foo,"{""&_`"": ""foo""}","{""&.`"": ""foo""}","{""&.`"": ""foo""}"
&.{=foo,"{""&_{"": ""foo""}","{""&.{"": ""foo""}","{""&.{"": ""foo""}"
&.|=foo,"{""&_|"": ""foo""}","{""&.|"": ""foo""}","{""&.|"": ""foo""}"
&.}=foo,"{""&_}"": ""foo""}","{""&.}"": ""foo""}","{""&.}"": ""foo""}"
&.~=foo,"{""&_~"": ""foo""}","{""&.~"": ""foo""}","{""&.~"": ""foo""}"
&. =foo,"{""&__"": ""foo""}","{""&. "": ""foo""}","{""&."": ""foo""}"
&/+=foo,"{""&/+"": ""foo""}","{""&/ "": ""foo""}","{""&/+"": ""foo""}"
&/.=foo,"{""&/_"": ""foo""}","{""&/."": ""foo""}","{""&/."": ""foo""}"
&/;=foo,"{""&/"": """"}","{"""": ""foo""}","{""&/"": """", ""foo"": """"}"
&/[=foo,"{""&/_"": ""foo""}","{""&/["": ""foo""}","{""&/["": ""foo""}"
&/ =foo,"{""&/_"": ""foo""}","{""&/ "": ""foo""}","{""&/"": ""foo""}"
&:+=foo,"{""&:+"": ""foo""}","{""&: "": ""foo""}","{""&:+"": ""foo""}"
&:.=foo,"{""&:_"": ""foo""}","{""&:."": ""foo""}","{""&:."": ""foo""}"
&:;=foo,"{""&:"": """"}","{"""": ""foo""}","{""&:"": """", ""foo"": """"}"
&:[=foo,"{""&:_"": ""foo""}","{""&:["": ""foo""}","{""&:["": ""foo""}"
&: =foo,"{""&:_"": ""foo""}","{""&: "": ""foo""}","{""&:"": ""foo""}"
&;'=foo,"{""&"": """", ""'"": ""foo""}","{""'"": ""foo""}","{""&"": """", ""'"": ""foo""}"
&;0=foo,"{""&"": """", ""0"": ""foo""}","[""foo""]","{""&"": """", ""0"": ""foo""}"
&;1=foo,"{""&"": """", ""1"": ""foo""}","{""1"": ""foo""}","{""&"": """", ""1"": ""foo""}"
&;a=foo,"{""&"": """", ""a"": ""foo""}","{""a"": ""foo""}","{""&"": """", ""a"": ""foo""}"
&;b=foo,"{""&"": """", ""b"": ""foo""}","{""b"": ""foo""}","{""&"": """", ""b"": ""foo""}"
&;A=foo,"{""&"": """", ""A"": ""foo""}","{""A"": ""foo""}","{""&"": """", ""A"": ""foo""}"
&;B=foo,"{""&"": """", ""B"": ""foo""}","{""B"": ""foo""}","{""&"": """", ""B"": ""foo""}"
&;!=foo,"{""&"": """", ""!"": ""foo""}","{""!"": ""foo""}","{""&"": """", ""!"": ""foo""}"
"&;""=foo","{""&"": """", ""\"""": ""foo""}","{""\"""": ""foo""}","{""&"": """", ""\"""": ""foo""}"
&;#=foo,"{""&"": """", ""#"": ""foo""}","{""#"": ""foo""}","{""&"": """", ""#"": ""foo""}"
&;$=foo,"{""&"": """", ""$"": ""foo""}","{""$"": ""foo""}","{""&"": """", ""$"": ""foo""}"
&;%=foo,"{""&"": """", ""%"": ""foo""}","{""%"": ""foo""}","{""&"": """", ""%"": ""foo""}"
&;&=foo,"{""&"": """"}","{""&"": ""foo""}","{""&"": """"}"
&;\=foo,"{""&"": """", ""\\"": ""foo""}","{""\\"": ""foo""}","{""&"": """", ""\\"": ""foo""}"
&;(=foo,"{""&"": """", ""("": ""foo""}","{""("": ""foo""}","{""&"": """", ""("": ""foo""}"
&;)=foo,"{""&"": """", "")"": ""foo""}","{"")"": ""foo""}","{""&"": """", "")"": ""foo""}"
&;*=foo,"{""&"": """", ""*"": ""foo""}","{""*"": ""foo""}","{""&"": """", ""*"": ""foo""}"
&;+=foo,"{""&"": """", ""+"": ""foo""}","{"" "": ""foo""}","{""&"": """", ""+"": ""foo""}"
"&;,=foo","{""&"": """", "","": ""foo""}","{"","": ""foo""}","{""&"": """", "","": ""foo""}"
&;-=foo,"{""&"": """", ""-"": ""foo""}","{""-"": ""foo""}","{""&"": """", ""-"": ""foo""}"
&;.=foo,"{""&"": """", ""_"": ""foo""}","{""."": ""foo""}","{""&"": """", ""."": ""foo""}"
&;/=foo,"{""&"": """", ""/"": ""foo""}","{""/"": ""foo""}","{""&"": """", ""/"": ""foo""}"
&;:=foo,"{""&"": """", "":"": ""foo""}","{"":"": ""foo""}","{""&"": """", "":"": ""foo""}"
&;;=foo,"{""&"": """"}","{"""": ""foo""}","{""&"": """", ""foo"": """"}"
&;<=foo,"{""&"": """", ""<"": ""foo""}","{""<"": ""foo""}","{""&"": """", ""<"": ""foo""}"
&;==foo,"{""&"": """"}","{"""": ""=foo""}","{""&"": """", ""foo"": """"}"
&;>=foo,"{""&"": """", "">"": ""foo""}","{"">"": ""foo""}","{""&"": """", "">"": ""foo""}"
&;?=foo,"{""&"": """", ""?"": ""foo""}","{""?"": ""foo""}","{""&"": """", ""?"": ""foo""}"
&;@=foo,"{""&"": """", ""@"": ""foo""}","{""@"": ""foo""}","{""&"": """", ""@"": ""foo""}"
&;[=foo,"{""&"": """"}","{""["": ""foo""}","{""&"": """", ""["": ""foo""}"
&;]=foo,"{""&"": """", ""]"": ""foo""}","{""]"": ""foo""}","{""&"": """", ""]"": ""foo""}"
&;^=foo,"{""&"": """", ""^"": ""foo""}","{""^"": ""foo""}","{""&"": """", ""^"": ""foo""}"
&;_=foo,"{""&"": """", ""_"": ""foo""}","{""_"": ""foo""}","{""&"": """", ""_"": ""foo""}"
&;`=foo,"{""&"": """", ""`"": ""foo""}","{""`"": ""foo""}","{""&"": """", ""`"": ""foo""}"
&;{=foo,"{""&"": """", ""{"": ""foo""}","{""{"": ""foo""}","{""&"": """", ""{"": ""foo""}"
&;|=foo,"{""&"": """", ""|"": ""foo""}","{""|"": ""foo""}","{""&"": """", ""|"": ""foo""}"
&;}=foo,"{""&"": """", ""}"": ""foo""}","{""}"": ""foo""}","{""&"": """", ""}"": ""foo""}"
&;~=foo,"{""&"": """", ""~"": ""foo""}","{""~"": ""foo""}","{""&"": """", ""~"": ""foo""}"
&; =foo,"{""&"": """"}","{"""": ""foo""}","{""&"": """"}"
&<+=foo,"{""&<+"": ""foo""}","{""&< "": ""foo""}","{""&<+"": ""foo""}"
&<.=foo,"{""&<_"": ""foo""}","{""&<."": ""foo""}","{""&<."": ""foo""}"
&<;=foo,"{""&<"": """"}","{"""": ""foo""}","{""&<"": """", ""foo"": """"}"
&<[=foo,"{""&<_"": ""foo""}","{""&<["": ""foo""}","{""&<["": ""foo""}"
&< =foo,"{""&<_"": ""foo""}","{""&< "": ""foo""}","{""&<"": ""foo""}"
&=+=foo,"{""&"": ""+=foo""}","{""&"": "" =foo""}","{""&"": ""+=foo""}"
&=;=foo,"{""&"": """"}","{""&"": """", """": ""foo""}","{""&"": """", ""foo"": """"}"
&= =foo,"{""&"": "" =foo""}","{""&"": "" =foo""}","{""&"": ""=foo""}"
&>+=foo,"{""&>+"": ""foo""}","{""&> "": ""foo""}","{""&>+"": ""foo""}"
&>.=foo,"{""&>_"": ""foo""}","{""&>."": ""foo""}","{""&>."": ""foo""}"
&>;=foo,"{""&>"": """"}","{"""": ""foo""}","{""&>"": """", ""foo"": """"}"
&>[=foo,"{""&>_"": ""foo""}","{""&>["": ""foo""}","{""&>["": ""foo""}"
&> =foo,"{""&>_"": ""foo""}","{""&> "": ""foo""}","{""&>"": ""foo""}"
&?+=foo,"{""&?+"": ""foo""}","{""&? "": ""foo""}","{""&?+"": ""foo""}"
&?.=foo,"{""&?_"": ""foo""}","{""&?."": ""foo""}","{""&?."": ""foo""}"
&?;=foo,"{""&?"": """"}","{"""": ""foo""}","{""&?"": """", ""foo"": """"}"
&?[=foo,"{""&?_"": ""foo""}","{""&?["": ""foo""}","{""&?["": ""foo""}"
&? =foo,"{""&?_"": ""foo""}","{""&? "": ""foo""}","{""&?"": ""foo""}"
&@+=foo,"{""&@+"": ""foo""}","{""&@ "": ""foo""}","{""&@+"": ""foo""}"
&@.=foo,"{""&@_"": ""foo""}","{""&@."": ""foo""}","{""&@."": ""foo""}"
&@;=foo,"{""&@"": """"}","{"""": ""foo""}","{""&@"": """", ""foo"": """"}"
&@[=foo,"{""&@_"": ""foo""}","{""&@["": ""foo""}","{""&@["": ""foo""}"
&@ =foo,"{""&@_"": ""foo""}","{""&@ "": ""foo""}","{""&@"": ""foo""}"
&['=foo,"{""&_'"": ""foo""}","{""&['"": ""foo""}","{""&['"": ""foo""}"
&[0=foo,"{""&_0"": ""foo""}","{""&[0"": ""foo""}","{""&[0"": ""foo""}"
&[1=foo,"{""&_1"": ""foo""}","{""&[1"": ""foo""}","{""&[1"": ""foo""}"
&[a=foo,"{""&_a"": ""foo""}","{""&[a"": ""foo""}","{""&[a"": ""foo""}"
&[b=foo,"{""&_b"": ""foo""}","{""&[b"": ""foo""}","{""&[b"": ""foo""}"
&[A=foo,"{""&_A"": ""foo""}","{""&[A"": ""foo""}","{""&[A"": ""foo""}"
&[B=foo,"{""&_B"": ""foo""}","{""&[B"": ""foo""}","{""&[B"": ""foo""}"
&[!=foo,"{""&_!"": ""foo""}","{""&[!"": ""foo""}","{""&[!"": ""foo""}"
"&[""=foo","{""&_\"""": ""foo""}","{""&[\"""": ""foo""}","{""&[\"""": ""foo""}"
&[#=foo,"{""&_#"": ""foo""}","{""&[#"": ""foo""}","{""&[#"": ""foo""}"
&[$=foo,"{""&_$"": ""foo""}","{""&[$"": ""foo""}","{""&[$"": ""foo""}"
&[%=foo,"{""&_%"": ""foo""}","{""&[%"": ""foo""}","{""&[%"": ""foo""}"
&[&=foo,"{""&_&"": ""foo""}","{""&[&"": ""foo""}","{""&[&"": ""foo""}"
&[\=foo,"{""&_\\"": ""foo""}","{""&[\\"": ""foo""}","{""&[\\"": ""foo""}"
&[(=foo,"{""&_("": ""foo""}","{""&[("": ""foo""}","{""&[("": ""foo""}"
&[)=foo,"{""&_)"": ""foo""}","{""&[)"": ""foo""}","{""&[)"": ""foo""}"
&[*=foo,"{""&_*"": ""foo""}","{""&[*"": ""foo""}","{""&[*"": ""foo""}"
&[+=foo,"{""&_+"": ""foo""}","{""&[ "": ""foo""}","{""&[+"": ""foo""}"
"&[,=foo","{""&_,"": ""foo""}","{""&[,"": ""foo""}","{""&[,"": ""foo""}"
&[-=foo,"{""&_-"": ""foo""}","{""&[-"": ""foo""}","{""&[-"": ""foo""}"
&[.=foo,"{""&__"": ""foo""}","{""&[."": ""foo""}","{""&[."": ""foo""}"
&[/=foo,"{""&_/"": ""foo""}","{""&[/"": ""foo""}","{""&[/"": ""foo""}"
&[:=foo,"{""&_:"": ""foo""}","{""&[:"": ""foo""}","{""&[:"": ""foo""}"
&[;=foo,"{""&_"": """"}","{"""": ""foo""}","{""&["": """", ""foo"": """"}"
&[<=foo,"{""&_<"": ""foo""}","{""&[<"": ""foo""}","{""&[<"": ""foo""}"
&[==foo,"{""&_"": ""=foo""}","{""&["": ""=foo""}","{""&["": ""=foo""}"
&[>=foo,"{""&_>"": ""foo""}","{""&[>"": ""foo""}","{""&[>"": ""foo""}"
&[?=foo,"{""&_?"": ""foo""}","{""&[?"": ""foo""}","{""&[?"": ""foo""}"
&[@=foo,"{""&_@"": ""foo""}","{""&[@"": ""foo""}","{""&[@"": ""foo""}"
&[[=foo,"{""&__"": ""foo""}","{""&[["": ""foo""}","{""&[["": ""foo""}"
&[]=foo,"{""&"": [""foo""]}","{""&[]"": ""foo""}","{""&[]"": ""foo""}"
&[^=foo,"{""&_^"": ""foo""}","{""&[^"": ""foo""}","{""&[^"": ""foo""}"
&[_=foo,"{""&__"": ""foo""}","{""&[_"": ""foo""}","{""&[_"": ""foo""}"
&[`=foo,"{""&_`"": ""foo""}","{""&[`"": ""foo""}","{""&[`"": ""foo""}"
&[{=foo,"{""&_{"": ""foo""}","{""&[{"": ""foo""}","{""&[{"": ""foo""}"
&[|=foo,"{""&_|"": ""foo""}","{""&[|"": ""foo""}","{""&[|"": ""foo""}"
&[}=foo,"{""&_}"": ""foo""}","{""&[}"": ""foo""}","{""&[}"": ""foo""}"
&[~=foo,"{""&_~"": ""foo""}","{""&[~"": ""foo""}","{""&[~"": ""foo""}"
&[ =foo,"{""&__"": ""foo""}","{""&[ "": ""foo""}","{""&["": ""foo""}"
&]+=foo,"{""&]+"": ""foo""}","{""&] "": ""foo""}","{""&]+"": ""foo""}"
&].=foo,"{""&]_"": ""foo""}","{""&]."": ""foo""}","{""&]."": ""foo""}"
&];=foo,"{""&]"": """"}","{"""": ""foo""}","{""&]"": """", ""foo"": """"}"
&][=foo,"{""&]_"": ""foo""}","{""&]["": ""foo""}","{""&]["": ""foo""}"
&] =foo,"{""&]_"": ""foo""}","{""&] "": ""foo""}","{""&]"": ""foo""}"
&^+=foo,"{""&^+"": ""foo""}","{""&^ "": ""foo""}","{""&^+"": ""foo""}"
&^.=foo,"{""&^_"": ""foo""}","{""&^."": ""foo""}","{""&^."": ""foo""}"
&^;=foo,"{""&^"": """"}","{"""": ""foo""}","{""&^"": """", ""foo"": """"}"
&^[=foo,"{""&^_"": ""foo""}","{""&^["": ""foo""}","{""&^["": ""foo""}"
&^ =foo,"{""&^_"": ""foo""}","{""&^ "": ""foo""}","{""&^"": ""foo""}"
&_+=foo,"{""&_+"": ""foo""}","{""&_ "": ""foo""}","{""&_+"": ""foo""}"
&_.=foo,"{""&__"": ""foo""}","{""&_."": ""foo""}","{""&_."": ""foo""}"
&_;=foo,"{""&_"": """"}","{"""": ""foo""}","{""&_"": """", ""foo"": """"}"
&_[=foo,"{""&__"": ""foo""}","{""&_["": ""foo""}","{""&_["": ""foo""}"
&_ =foo,"{""&__"": ""foo""}","{""&_ "": ""foo""}","{""&_"": ""foo""}"
&`+=foo,"{""&`+"": ""foo""}","{""&` "": ""foo""}","{""&`+"": ""foo""}"
&`.=foo,"{""&`_"": ""foo""}","{""&`."": ""foo""}","{""&`."": ""foo""}"
&`;=foo,"{""&`"": """"}","{"""": ""foo""}","{""&`"": """", ""foo"": """"}"
&`[=foo,"{""&`_"": ""foo""}","{""&`["": ""foo""}","{""&`["": ""foo""}"
&` =foo,"{""&`_"": ""foo""}","{""&` "": ""foo""}","{""&`"": ""foo""}"
